identifier,code_system,disease_code,preferred_name,evs_nci_code,corrected_preferred_name_for_icd9,date_last_created,date_last_updated,site_code,site_name,disease_code_site_code,evs_preferred_name,comments
7389,ICD-O-3,8246/3,"Neuroendocrine carcinoma, NOS",C3773,,2022-05-24 23:13:34.699134,,C75,OTHER ENDOCRINE GLANDS AND RELATED STRUCTURES,8246/3C75,Neuroendocrine Carcinoma,
7390,ICD-O-3,8247/3,Merkel cell carcinoma,C9231,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8247/3C80.9,Merkel Cell Carcinoma,
7391,ICD-O-3,8249/3,"Neuroendocrine tumor, grade 2",C45551,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8249/3C34.9,Lung Atypical Carcinoid Tumor,
7392,ICD-O-3,8249/3,"Neuroendocrine tumor, grade 2",C45835,,2022-05-24 23:13:34.699134,,C25.9,"Pancreas, NOS",8249/3C25.9,Pancreatic Neuroendocrine Tumor G2,
7393,ICD-O-3,8250/3,Lepidic adenocarcinoma,C123160,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8250/3C34.0,Lepidic Predominant Adenocarcinoma,
7394,ICD-O-3,8255/3,Adenocarcinoma with mixed subtypes,C179339,,2022-05-24 23:13:34.699134,,C56,OVARY,8255/3C56,Ovarian Mixed Cell Adenocarcinoma,
7395,ICD-O-3,8260/0,"Papillary adenoma, NOS",C46111,,2022-05-24 23:13:34.699134,,C73.9,Thyroid gland,8260/0C73.9,Thyroid Gland Follicular Adenoma with Papillary Hyperplasia,
7396,ICD-O-3,8260/3,"Papillary adenocarcinoma, NOS",C39848,,2022-05-24 23:13:34.699134,,C67.8,Overlapping lesion of bladder,8260/3C67.8,Bladder Papillary Clear Cell Adenocarcinoma,
7397,ICD-O-3,8260/3,"Papillary adenocarcinoma, NOS",C96949,,2022-05-24 23:13:34.699134,,C22.1,Intrahepatic bile duct,8260/3C22.1,Intrahepatic Bile Duct Intraductal Papillary Neoplasm with an Associated Invasive Carcinoma,
7398,ICD-O-3,8260/3,"Papillary adenocarcinoma, NOS",C5650,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8260/3C34.0,Lung Papillary Adenocarcinoma,
7399,ICD-O-3,8272/3,"Pituitary carcinoma, NOS",C4536,,2022-05-24 23:13:34.699134,,C75.1,Pituitary gland,8272/3C75.1,Pituitary Gland Carcinoma,
7400,ICD-O-3,8323/1,Clear cell papillary renal cell carcinoma,C121955,,2022-05-24 23:13:34.699134,,C64,KIDNEY,8323/1C64,Clear Cell Papillary Renal Neoplasm,
7401,ICD-O-3,8339/3,"Follicular carcinoma, encapsulated, angioinvasive",C156122,,2022-05-24 23:13:34.699134,,C73.9,Thyroid gland,8339/3C73.9,"Thyroid Gland Follicular Carcinoma, Encapsulated Angioinvasive",
7402,ICD-O-3,8341/3,Papillary microcarcinoma,C46004,,2022-05-24 23:13:34.699134,,C73.9,Thyroid gland,8341/3C73.9,Thyroid Gland Papillary Microcarcinoma,
7403,ICD-O-3,8344/3,"Papillary carcinoma, columnar cell",C35830,,2022-05-24 23:13:34.699134,,C73.9,Thyroid gland,8344/3C73.9,Columnar Cell Variant Thyroid Gland Papillary Carcinoma,
7404,ICD-O-3,8380/3,"Endometrioid adenocarcinoma, NOS",C3769,,2022-05-24 23:13:34.699134,,C80,UNKNOWN PRIMARY SITE,8380/3C80,Endometrioid Adenocarcinoma,
7405,ICD-O-3,8381/3,"Endometrioid adenofibroma, malignant",C40060,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8381/3C56.9,Ovarian Endometrioid Adenocarcinofibroma,
7406,ICD-O-3,8382/3,"Endometrioid adenocarcinoma, secretory variant",C6279,,2022-05-24 23:13:34.699134,,C57.0,Fallopian tube,8382/3C57.0,Fallopian Tube Endometrioid Adenocarcinoma,
7407,ICD-O-3,8430/3,Mucoepidermoid carcinoma,C5906,,2022-05-24 23:13:34.699134,,C08.9,"Major salivary gland, NOS",8430/3C08.9,Major Salivary Gland Mucoepidermoid Carcinoma,
7408,ICD-O-3,8430/3,Mucoepidermoid carcinoma,C181160,,2022-05-24 23:13:34.699134,,C02.9,"Tongue, NOS",8430/3C02.9,Tongue Mucoepidermoid Carcinoma,
7409,ICD-O-3,8461/3,High grade serous carcinoma,C126353,,2022-05-24 23:13:34.699134,,C48.2,"Peritoneum, NOS",8461/3C48.2,Primary Peritoneal High Grade Serous Adenocarcinoma,
7410,ICD-O-3,8472/1,Mucinous cystic tumor of borderline malignancy,C41247,,2022-05-24 23:13:34.699134,,C25.0,Head of pancreas,8472/1C25.0,Pancreatic Mucinous-Cystic Neoplasm,
7411,ICD-O-3,8480/3,Mucinous adenocarcinoma,C7966,,2022-05-24 23:13:34.699134,,C18,COLON,8480/3C18,Colon Mucinous Adenocarcinoma,
7412,ICD-O-3,8480/3,Mucinous adenocarcinoma,C9131,,2022-05-24 23:13:34.699134,,C50.4,Upper-outer quadrant of breast,8480/3C50.4,Breast Mucinous Carcinoma,
7413,ICD-O-3,8500/2,"Intraductal carcinoma, noninfiltrating, NOS",C2924,,2022-05-24 23:13:34.699134,,C50.2,Upper-inner quadrant of breast,8500/2C50.2,Ductal Breast Carcinoma In Situ,
7414,ICD-O-3,8500/2,"Intraductal carcinoma, noninfiltrating, NOS",C2924,,2022-05-24 23:13:34.699134,,C50.8,Overlapping lesion of breast,8500/2C50.8,Ductal Breast Carcinoma In Situ,
7415,ICD-O-3,8503/2,Noninfiltrating intraductal papillary adenocarcinoma,C4190,,2022-05-24 23:13:34.699134,,C50.9,"Breast, NOS",8503/2C50.9,Breast Papillary Ductal Carcinoma In Situ,
7416,ICD-O-3,8510/3,"Medullary carcinoma, NOS",C7572,,2022-05-24 23:13:34.699134,,C64.9,"Kidney, NOS",8510/3C64.9,Kidney Medullary Carcinoma,
7417,ICD-O-3,8519/2,"Lobular carcinoma in situ, pleomorphic",C137839,,2022-05-24 23:13:34.699134,,C50,BREAST,8519/2C50,Breast Pleomorphic Lobular Carcinoma In Situ,
7418,ICD-O-3,8521/3,Infiltrating ductular carcinoma,C4194,,2022-05-24 23:13:34.699134,,C50.8,Overlapping lesion of breast,8521/3C50.8,"Invasive Ductal Carcinoma, Not Otherwise Specified",
7419,ICD-O-3,8521/3,Infiltrating ductular carcinoma,C4194,,2022-05-24 23:13:34.699134,,C50.6,Axillary tail of breast,8521/3C50.6,"Invasive Ductal Carcinoma, Not Otherwise Specified",
7420,ICD-O-3,8522/3,Infiltrating duct and lobular carcinoma,C7688,,2022-05-24 23:13:34.699134,,C50.1,Central portion of breast,8522/3C50.1,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,
7421,ICD-O-3,8522/3,Infiltrating duct and lobular carcinoma,C7688,,2022-05-24 23:13:34.699134,,C50.4,Upper-outer quadrant of breast,8522/3C50.4,Invasive Breast Ductal Carcinoma and Lobular Carcinoma,
7422,ICD-O-3,8523/2,"Infiltr. duct mixed with other types of carcinoma, in situ",C7689,,2022-05-24 23:13:34.699134,,C50.9,"Breast, NOS",8523/2C50.9,Invasive Breast Ductal Carcinoma and Lobular Carcinoma In Situ,
7423,ICD-O-3,8540/3,"Paget disease, mammary",C47857,,2022-05-24 23:13:34.699134,,C50.9,"Breast, NOS",8540/3C50.9,Breast Paget Disease,
7424,ICD-O-3,8540/3,"Paget disease, mammary",C3301,,2022-05-24 23:13:34.699134,,C50.0,Nipple,8540/3C50.0,Nipple Paget Disease,
7425,ICD-O-3,8543/3,Paget disease and intraductal carcinoma of breast,C4019,,2022-05-24 23:13:34.699134,,C50.5,Lower-outer quadrant of breast,8543/3C50.5,Breast Paget Disease and Intraductal Carcinoma,
7426,ICD-O-3,8543/3,Paget disease and intraductal carcinoma of breast,C4019,,2022-05-24 23:13:34.699134,,C50.4,Upper-outer quadrant of breast,8543/3C50.4,Breast Paget Disease and Intraductal Carcinoma,
7427,ICD-O-3,8550/3,Acinar cell carcinoma,C5649,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8550/3C34.9,Lung Acinar Adenocarcinoma,
7428,ICD-O-3,8560/3,Adenosquamous carcinoma,C5721,,2022-05-24 23:13:34.699134,,C25.0,Head of pancreas,8560/3C25.0,Pancreatic Adenosquamous Carcinoma,
7429,ICD-O-3,8560/3,Adenosquamous carcinoma,C9133,,2022-05-24 23:13:34.699134,,C34.3,"Lower lobe, lung",8560/3C34.3,Lung Adenosquamous Carcinoma,
7430,ICD-O-3,8560/3,Adenosquamous carcinoma,C9133,,2022-05-24 23:13:34.699134,,C34.1,"Upper lobe, lung",8560/3C34.1,Lung Adenosquamous Carcinoma,
7431,ICD-O-3,8560/3,Adenosquamous carcinoma,C54338,,2022-05-24 23:13:34.699134,,C32.0,Glottis,8560/3C32.0,Laryngeal Adenosquamous Carcinoma,
7432,ICD-O-3,8560/3,Adenosquamous carcinoma,C3727,,2022-05-24 23:13:34.699134,,C998,Disease  not specified,8560/3C998,Adenosquamous Carcinoma,
7433,ICD-O-3,8560/3,Adenosquamous carcinoma,C5491,,2022-05-24 23:13:34.699134,,C18.9,"Colon, NOS",8560/3C18.9,Colon Adenosquamous Carcinoma,
7434,ICD-O-3,8562/3,Epithelial-myoepithelial carcinoma,C45545,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8562/3C34.0,Lung Epithelial-Myoepithelial Carcinoma,
7435,ICD-O-3,8574/3,Adenocarcinoma with neuroendocrine differentiation,C39903,,2022-05-24 23:13:34.699134,,C61.9,Prostate gland,8574/3C61.9,Prostate Adenocarcinoma with Neuroendocrine Differentiation,
7436,ICD-O-3,8634/3,"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements",C39973,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8634/3C56.9,"Poorly Differentiated Ovarian Sertoli-Leydig Cell Tumor, Variant with Heterologous Elements",
7437,ICD-O-3,8650/3,"Leydig cell tumor, malignant",C39942,,2022-05-24 23:13:34.699134,,C62,TESTIS,8650/3C62,Malignant Testicular Leydig Cell Tumor,
7438,ICD-O-3,8680/1,"Paraganglioma, NOS",C3308,,2022-05-24 23:13:34.699134,,C49.5,"Connective, subcutaneous and other soft tissues of pelvis",8680/1C49.5,Paraganglioma,
7439,ICD-O-3,8680/3,"Paraganglioma, NOS",C4220,,2022-05-24 23:13:34.699134,,C74.9,"Adrenal gland, NOS",8680/3C74.9,Malignant Adrenal Gland Pheochromocytoma,
7440,ICD-O-3,8700/3,"Pheochromocytoma, NOS",C4220,,2022-05-24 23:13:34.699134,,C74.9,"Adrenal gland, NOS",8700/3C74.9,Malignant Adrenal Gland Pheochromocytoma,
7441,ICD-O-3,8720/2,Melanoma in situ,C137662,,2022-05-24 23:13:34.699134,,C44.3,Skin of other and unspecified parts of face,8720/2C44.3,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
7442,ICD-O-3,8720/2,Melanoma in situ,C137662,,2022-05-24 23:13:34.699134,,C76.7,Other ill-defined sites,8720/2C76.7,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
7443,ICD-O-3,8720/2,Melanoma in situ,C137662,,2022-05-24 23:13:34.699134,,C76.0,"Head, face or neck, NOS",8720/2C76.0,Pathologic Stage 0 Cutaneous Melanoma AJCC v8,
7444,ICD-O-3,8720/3,"Malignant melanoma, NOS",C4550,,2022-05-24 23:13:34.699134,,C69.0,Conjunctiva,8720/3C69.0,Conjunctival Melanoma,
7445,ICD-O-3,8720/3,"Malignant melanoma, NOS",C3510,,2022-05-24 23:13:34.699134,,C44.5,Skin of trunk,8720/3C44.5,Cutaneous Melanoma,
7446,ICD-O-3,8720/3,"Malignant melanoma, NOS",C8711,,2022-05-24 23:13:34.699134,,C49.6,"Connective, subcutaneous and other soft tissues of trunk NOS",8720/3C49.6,Non-Cutaneous Melanoma,
7447,ICD-O-3,8720/3,"Malignant melanoma, NOS",C40329,,2022-05-24 23:13:34.699134,,C51.0,Labium majus,8720/3C51.0,Vulvar Melanoma,
7448,ICD-O-3,8720/3,"Malignant melanoma, NOS",C8711,,2022-05-24 23:13:34.699134,,C49.2,"Connective, subcutaneous and other soft tissues of lower limb and hip",8720/3C49.2,Non-Cutaneous Melanoma,
7449,ICD-O-3,8720/3,"Malignant melanoma, NOS",C3510,,2022-05-24 23:13:34.699134,,C44.6,Skin of upper limb and shoulder,8720/3C44.6,Cutaneous Melanoma,
7450,ICD-O-3,8720/3,"Malignant melanoma, NOS",C5442,,2022-05-24 23:13:34.699134,,C71.3,Parietal lobe,8720/3C71.3,Intracranial Melanoma,
7451,ICD-O-3,8720/3,"Malignant melanoma, NOS",C45652,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8720/3C34.9,Lung Melanoma,
7452,ICD-O-3,8720/3,"Malignant melanoma, NOS",C8711,,2022-05-24 23:13:34.699134,,C49.0,"Connective, subcutaneous and other soft tissues of head, face, and neck",8720/3C49.0,Non-Cutaneous Melanoma,
7453,ICD-O-3,8720/3,"Malignant melanoma, NOS",C178522,,2022-05-24 23:13:34.699134,,C11.0,Superior wall of nasopharynx,8720/3C11.0,Nasopharyngeal Melanoma,
7454,ICD-O-3,8720/3,"Malignant melanoma, NOS",C3510,,2022-05-24 23:13:34.699134,,C44.2,External ear,8720/3C44.2,Cutaneous Melanoma,
7455,ICD-O-3,8720/3,"Malignant melanoma, NOS",C45652,,2022-05-24 23:13:34.699134,,C34,BRONCHUS AND LUNG,8720/3C34,Lung Melanoma,
7456,ICD-O-3,8720/3,"Malignant melanoma, NOS",C8711,,2022-05-24 23:13:34.699134,,C49.3,"Connective, subcutaneous and other soft tissues of thorax",8720/3C49.3,Non-Cutaneous Melanoma,
7457,ICD-O-3,8720/3,"Malignant melanoma, NOS",C3224,,2022-05-24 23:13:34.699134,,C998,Disease  not specified,8720/3C998,Melanoma,
7458,ICD-O-3,8721/3,Nodular melanoma,C4225,,2022-05-24 23:13:34.699134,,C44.2,External ear,8721/3C44.2,Cutaneous Nodular Melanoma,
7459,ICD-O-3,8721/3,Nodular melanoma,C4225,,2022-05-24 23:13:34.699134,,C44.4,Skin of scalp and neck,8721/3C44.4,Cutaneous Nodular Melanoma,
7460,ICD-O-3,8721/3,Nodular melanoma,C4225,,2022-05-24 23:13:34.699134,,C44.6,Skin of upper limb and shoulder,8721/3C44.6,Cutaneous Nodular Melanoma,
7461,ICD-O-3,8723/3,"Malignant melanoma, regressing",C7089,,2022-05-24 23:13:34.699134,,C44,SKIN,8723/3C44,Regressing Cutaneous Melanoma,
7462,ICD-O-3,8742/3,Lentigo maligna melanoma,C9151,,2022-05-24 23:13:34.699134,,C44.6,Skin of upper limb and shoulder,8742/3C44.6,Lentigo Maligna Melanoma,
7463,ICD-O-3,8743/3,Low cumulative sun damage melanoma,C9152,,2022-05-24 23:13:34.699134,,C44.5,Skin of trunk,8743/3C44.5,Low-CSD Melanoma,
7464,ICD-O-3,8743/3,Low cumulative sun damage melanoma,C9152,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8743/3C80.9,Low-CSD Melanoma,
7465,ICD-O-3,8743/3,Low cumulative sun damage melanoma,C9152,,2022-05-24 23:13:34.699134,,C49.1,"Connective, subcutaneous and other soft tissues of upper limb and shoulder",8743/3C49.1,Low-CSD Melanoma,
7466,ICD-O-3,8743/3,Low cumulative sun damage melanoma,C9152,,2022-05-24 23:13:34.699134,,C44.0,"Skin of lip, NOS",8743/3C44.0,Low-CSD Melanoma,
7467,ICD-O-3,8743/3,Low cumulative sun damage melanoma,C9152,,2022-05-24 23:13:34.699134,,C44.4,Skin of scalp and neck,8743/3C44.4,Low-CSD Melanoma,
7468,ICD-O-3,8744/3,Acral melanoma,C4022,,2022-05-24 23:13:34.699134,,C44.0,"Skin of lip, NOS",8744/3C44.0,Acral Lentiginous Melanoma,
7469,ICD-O-3,8800/3,"Sarcoma, NOS",C4073,,2022-05-24 23:13:34.699134,,C70.0,Cerebral meninges,8800/3C70.0,Meningeal Sarcoma,
7470,ICD-O-3,8800/3,"Sarcoma, NOS",C4564,,2022-05-24 23:13:34.699134,,C42.2,Spleen,8800/3C42.2,Splenic Angiosarcoma,
7471,ICD-O-3,8800/3,"Sarcoma, NOS",C5715,,2022-05-24 23:13:34.699134,,C25.0,Head of pancreas,8800/3C25.0,Pancreatic Sarcoma,
7472,ICD-O-3,8800/3,"Sarcoma, NOS",C173118,,2022-05-24 23:13:34.699134,,C30.0,Nasal cavity,8800/3C30.0,Sinonasal Sarcoma,
7473,ICD-O-3,8800/3,"Sarcoma, NOS",C9312,,2022-05-24 23:13:34.699134,,C41.9,"Bone, NOS",8800/3C41.9,Bone Sarcoma,
7474,ICD-O-3,8800/3,"Sarcoma, NOS",C173481,,2022-05-24 23:13:34.699134,,C03.0,Upper gum,8800/3C03.0,Oral Cavity Soft Tissue Sarcoma,
7475,ICD-O-3,8800/3,"Sarcoma, NOS",C164198,,2022-05-24 23:13:34.699134,,C09.0,Tonsillar fossa,8800/3C09.0,Head and Neck Sarcoma,
7476,ICD-O-3,8800/3,"Sarcoma, NOS",C4860,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8800/3C34.9,Lung Sarcoma,
7477,ICD-O-3,8800/3,"Sarcoma, NOS",C9306,,2022-05-24 23:13:34.699134,,C57.9,"Female genital tract, NOS",8800/3C57.9,Soft Tissue Sarcoma,
7478,ICD-O-3,8800/3,"Sarcoma, NOS",C9118,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8800/3C80.9,Sarcoma,
7479,ICD-O-3,8800/3,"Sarcoma, NOS",C5335,,2022-05-24 23:13:34.699134,,C17.0,Duodenum,8800/3C17.0,Small Intestinal Sarcoma,
7480,ICD-O-3,8800/3,"Sarcoma, NOS",C9118,,2022-05-24 23:13:34.699134,,C76,OTHER AND ILL-DEFINED SITES,8800/3C76,Sarcoma,
7481,ICD-O-3,8801/3,Spindle cell sarcoma,C27005,,2022-05-24 23:13:34.699134,,C48.0,Retroperitoneum,8801/3C48.0,Spindle Cell Sarcoma,
7482,ICD-O-3,8801/3,Spindle cell sarcoma,C27005,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8801/3C34.9,Spindle Cell Sarcoma,
7483,ICD-O-3,8801/3,Spindle cell sarcoma,C27005,,2022-05-24 23:13:34.699134,,C16.1,Fundus of stomach,8801/3C16.1,Spindle Cell Sarcoma,
7484,ICD-O-3,8801/3,Spindle cell sarcoma,C27005,,2022-05-24 23:13:34.699134,,C49.5,"Connective, subcutaneous and other soft tissues of pelvis",8801/3C49.5,Spindle Cell Sarcoma,
7485,ICD-O-3,8802/3,Giant cell sarcoma,C66759,,2022-05-24 23:13:34.699134,,C49.9,"Connective, subcutaneous and other soft tissues, NOS",8802/3C49.9,Giant Cell Sarcoma,
7486,ICD-O-3,8804/3,Epithelioid sarcoma,C3714,,2022-05-24 23:13:34.699134,,C03.0,Upper gum,8804/3C03.0,Epithelioid Sarcoma,
7487,ICD-O-3,8804/3,Epithelioid sarcoma,C27473,,2022-05-24 23:13:34.699134,,C76.4,"Upper limb, NOS",8804/3C76.4,Distal-Type Epithelioid Sarcoma,
7488,ICD-O-3,8804/3,Epithelioid sarcoma,C27472,,2022-05-24 23:13:34.699134,,C49.4,"Connective, subcutaneous and other soft tissues of abdomen",8804/3C49.4,Proximal-Type Epithelioid Sarcoma,
7590,ICD-O-3,9503/3,"Neuroepithelioma, NOS",C3716,,2022-05-24 23:13:34.699134,,C71.9,"Brain, NOS",9503/3C71.9,Primitive Neuroectodermal Tumor,
7489,ICD-O-3,8805/3,Undifferentiated sarcoma,C121793,,2022-05-24 23:13:34.699134,,C48.2,"Peritoneum, NOS",8805/3C48.2,Undifferentiated Soft Tissue Sarcoma,
7490,ICD-O-3,8806/3,Desmoplastic small round cell tumor,C126356,,2022-05-24 23:13:34.699134,,C48.2,"Peritoneum, NOS",8806/3C48.2,Peritoneal Desmoplastic Small Round Cell Tumor,
7491,ICD-O-3,8806/3,Desmoplastic small round cell tumor,C8300,,2022-05-24 23:13:34.699134,,C16.9,"Stomach, NOS",8806/3C16.9,Desmoplastic Small Round Cell Tumor,
7492,ICD-O-3,8806/3,Desmoplastic small round cell tumor,C8300,,2022-05-24 23:13:34.699134,,C18.9,"Colon, NOS",8806/3C18.9,Desmoplastic Small Round Cell Tumor,
7493,ICD-O-3,8806/3,Desmoplastic small round cell tumor,C8300,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8806/3C80.9,Desmoplastic Small Round Cell Tumor,
7494,ICD-O-3,8806/3,Desmoplastic small round cell tumor,C126356,,2022-05-24 23:13:34.699134,,C48,RETROPERITONEUM AND PERITONEUM,8806/3C48,Peritoneal Desmoplastic Small Round Cell Tumor,
7495,ICD-O-3,8810/0,"Fibroma, NOS",C3498,,2022-05-24 23:13:34.699134,,C56.9,Ovary,8810/0C56.9,Ovarian Fibroma,
7496,ICD-O-3,8811/3,Myxofibrosarcoma,C6496,,2022-05-24 23:13:34.699134,,C48.0,Retroperitoneum,8811/3C48.0,Myxofibrosarcoma,
7497,ICD-O-3,8811/3,Myxofibrosarcoma,C172632,,2022-05-24 23:13:34.699134,,C44.0,"Skin of lip, NOS",8811/3C44.0,Skin Myxofibrosarcoma,
7498,ICD-O-3,8811/3,Myxofibrosarcoma,C6496,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8811/3C80.9,Myxofibrosarcoma,
7499,ICD-O-3,8811/3,Myxofibrosarcoma,C6496,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8811/3C34.9,Myxofibrosarcoma,
7500,ICD-O-3,8840/3,Myxosarcoma,C3255,,2022-05-24 23:13:34.699134,,C38.1,Anterior mediastinum,8840/3C38.1,Myxosarcoma,
7501,ICD-O-3,8850/3,"Liposarcoma, NOS",C3194,,2022-05-24 23:13:34.699134,,C76.2,"Abdomen, NOS",8850/3C76.2,Liposarcoma,
7502,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C38.0,Heart,8852/3C38.0,Myxoid Liposarcoma,
7503,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C49.4,"Connective, subcutaneous and other soft tissues of abdomen",8852/3C49.4,Myxoid Liposarcoma,
7504,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C76.5,"Lower limb, NOS",8852/3C76.5,Myxoid Liposarcoma,
7505,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C33.9,Trachea,8852/3C33.9,Myxoid Liposarcoma,
7506,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8852/3C34.9,Myxoid Liposarcoma,
7507,ICD-O-3,8852/3,Myxoid liposarcoma,C27781,,2022-05-24 23:13:34.699134,,C49,"CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES",8852/3C49,Myxoid Liposarcoma,
7508,ICD-O-3,8853/3,Round cell liposarcoma,C4252,,2022-05-24 23:13:34.699134,,C40.0,"Long bones of upper limb, scapula and associated joints",8853/3C40.0,Round Cell Liposarcoma,
7509,ICD-O-3,8854/3,Pleomorphic liposarcoma,C3705,,2022-05-24 23:13:34.699134,,C38.3,"Mediastinum, NOS",8854/3C38.3,Pleomorphic Liposarcoma,
7510,ICD-O-3,8890/3,"Leiomyosarcoma, NOS",C27200,,2022-05-24 23:13:34.699134,,C16.0,"Cardia, NOS",8890/3C16.0,Gastric Leiomyosarcoma,
7511,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C175501,,2022-05-24 23:13:34.699134,,C69.0,Conjunctiva,8900/3C69.0,Conjunctival Rhabdomyosarcoma,
7512,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C159667,,2022-05-24 23:13:34.699134,,C67.0,Trigone of bladder,8900/3C67.0,Bladder Rhabdomyosarcoma,
7513,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C4543,,2022-05-24 23:13:34.699134,,C69.6,"Orbit, NOS",8900/3C69.6,Orbit Rhabdomyosarcoma,
7514,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C173124,,2022-05-24 23:13:34.699134,,C39.0,"Upper respiratory tract, NOS",8900/3C39.0,Sinonasal Rhabdomyosarcoma,
7515,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C3359,,2022-05-24 23:13:34.699134,,C80.9,Unknown primary site,8900/3C80.9,Rhabdomyosarcoma,
7516,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C181201,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",8900/3C34.9,Lung Rhabdomyosarcoma,
7517,ICD-O-3,8900/3,"Rhabdomyosarcoma, NOS",C181201,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8900/3C34.0,Lung Rhabdomyosarcoma,
7518,ICD-O-3,8910/3,"Embryonal rhabdomyosarcoma, NOS",C6246,,2022-05-24 23:13:34.699134,,C69.6,"Orbit, NOS",8910/3C69.6,Orbit Embryonal Rhabdomyosarcoma,
7519,ICD-O-3,8910/3,"Embryonal rhabdomyosarcoma, NOS",C151981,,2022-05-24 23:13:34.699134,,C76.3,"Pelvis, NOS",8910/3C76.3,Pelvic Rhabdomyosarcoma,
7520,ICD-O-3,8930/0,Endometrial stromal nodule,C4262,,2022-05-24 23:13:34.699134,,C55.9,"Uterus, NOS",8930/0C55.9,Endometrial Stromal Nodule,
7521,ICD-O-3,8963/3,"Rhabdoid tumor, NOS",C8715,,2022-05-24 23:13:34.699134,,C64.9,"Kidney, NOS",8963/3C64.9,Rhabdoid Tumor of the Kidney,
7522,ICD-O-3,8964/3,Clear cell sarcoma of kidney,C4264,,2022-05-24 23:13:34.699134,,C64,KIDNEY,8964/3C64,Clear Cell Sarcoma of the Kidney,
7523,ICD-O-3,8972/3,Pulmonary blastoma,C3732,,2022-05-24 23:13:34.699134,,C34.0,Main bronchus,8972/3C34.0,Pulmonary Blastoma,
7524,ICD-O-3,8980/3,"Carcinosarcoma, NOS",C96848,,2022-05-24 23:13:34.699134,,C22.0,Liver,8980/3C22.0,Liver Carcinosarcoma,
7525,ICD-O-3,8980/3,"Carcinosarcoma, NOS",C42700,,2022-05-24 23:13:34.699134,,C54.9,Corpus uteri,8980/3C54.9,Uterine Carcinosarcoma,
7526,ICD-O-3,9000/3,"Brenner tumor, malignant",C4270,,2022-05-24 23:13:34.699134,,C56.9,Ovary,9000/3C56.9,Malignant Ovarian Brenner Tumor,
7527,ICD-O-3,9040/3,"Synovial sarcoma, NOS",C3400,,2022-05-24 23:13:34.699134,,C48.0,Retroperitoneum,9040/3C48.0,Synovial Sarcoma,
7528,ICD-O-3,9040/3,"Synovial sarcoma, NOS",C45631,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",9040/3C34.9,Lung Synovial Sarcoma,
7529,ICD-O-3,9053/3,"Mesothelioma, biphasic, malignant",C45665,,2022-05-24 23:13:34.699134,,C34.9,"Lung, NOS",9053/3C34.9,Pleural Biphasic Mesothelioma,
7530,ICD-O-3,9060/3,Dysgerminoma,C8106,,2022-05-24 23:13:34.699134,,C56.9,Ovary,9060/3C56.9,Ovarian Dysgerminoma,
7531,ICD-O-3,9061/3,"Seminoma, NOS",C7328,,2022-05-24 23:13:34.699134,,C63.9,"Male genital organs, NOS",9061/3C63.9,Testicular Seminoma,
7532,ICD-O-3,9061/3,"Seminoma, NOS",C7328,,2022-05-24 23:13:34.699134,,C62.0,Undescended testis,9061/3C62.0,Testicular Seminoma,
7533,ICD-O-3,9064/3,Germinoma,C6284,,2022-05-24 23:13:34.699134,,C71.9,"Brain, NOS",9064/3C71.9,Brain Germinoma,
